driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0007,2025-09-15,7,0,0,2,0,21,13.29,1.0,0,clear,0,0.53
D0007,2025-09-15,8,0,0,5,0,135,65.24,1.0,0,clear,0,0.53
D0007,2025-09-15,9,0,0,4,0,83,39.36,1.0,0,clear,0,0.53
D0007,2025-09-15,10,0,0,1,0,28,12.6,1.0,0,clear,0,0.53
D0007,2025-09-16,17,1,0,3,0,77,41.3,1.2243333333333333,1,rain,0,0.51
D0007,2025-09-16,18,1,0,5,0,101,62.27,1.225,1,rain,0,0.51
D0007,2025-09-16,19,1,0,2,0,31,28.82,1.2225000000000001,1,rain,0,0.51
D0007,2025-09-17,7,2,0,1,0,8,5.5,1.0,0,clear,0,0.65
D0007,2025-09-17,8,2,0,5,0,88,47.35,1.0,0,clear,0,0.65
D0007,2025-09-17,9,2,0,4,0,92,53.81,1.0,0,clear,0,0.65
D0007,2025-09-17,10,2,0,2,0,21,12.940000000000001,1.0,0,clear,0,0.65
D0007,2025-09-18,16,3,0,1,0,29,16.36,1.17,1,rain,0,0.47
D0007,2025-09-18,17,3,0,3,0,59,38.9,1.175,1,rain,0,0.47
D0007,2025-09-18,18,3,0,5,1,120,70.16999999999999,1.1756,1,rain,0,0.47
D0007,2025-09-18,19,3,0,3,0,74,38.4,1.181,1,rain,0,0.47
D0007,2025-09-19,8,4,0,4,0,96,56.06,1.268,1,rain,0,0.37
D0007,2025-09-19,9,4,0,6,0,106,65.46,1.2614999999999998,1,rain,0,0.37
D0007,2025-09-19,10,4,0,2,1,45,27.03,1.261,1,rain,0,0.37
D0007,2025-09-19,15,4,0,3,0,88,51.56999999999999,1.2623333333333333,1,rain,0,0.37
D0007,2025-09-19,16,4,0,1,0,2,17.85,1.276,1,rain,0,0.37
D0007,2025-09-20,7,5,1,1,0,31,15.47,1.191,0,clear,1,0.41
D0007,2025-09-20,8,5,1,4,0,64,40.13,1.20375,0,clear,1,0.41
D0007,2025-09-20,9,5,1,6,0,134,77.08,1.1931666666666667,0,clear,1,0.41
D0007,2025-09-20,10,5,1,1,0,28,14.84,1.191,0,clear,1,0.41
D0007,2025-09-20,15,5,1,2,0,29,18.939999999999998,1.2040000000000002,0,clear,1,0.41
D0007,2025-09-20,16,5,1,3,1,40,35.61,1.197,0,clear,1,0.41
D0007,2025-09-21,15,6,1,1,0,30,14.37,1.227,0,clear,1,0.44
D0007,2025-09-21,16,6,1,2,0,39,22.67,1.2365,0,clear,1,0.44
D0007,2025-09-21,17,6,1,3,0,79,44.81,1.2333333333333334,0,clear,1,0.44
D0007,2025-09-21,18,6,1,5,0,116,66.24000000000001,1.2262,0,clear,1,0.44
D0007,2025-09-21,19,6,1,8,1,107,102.49,1.22225,0,clear,1,0.44
D0007,2025-09-22,17,0,0,7,0,133,64.89,1.0,0,clear,0,0.53
D0007,2025-09-22,18,0,0,4,0,114,56.96,1.0,0,clear,0,0.53
D0007,2025-09-22,19,0,0,1,1,23,10.56,1.0,0,clear,0,0.53
D0007,2025-09-23,8,1,0,7,1,160,89.08,1.1502857142857141,1,rain,0,0.51
D0007,2025-09-23,9,1,0,6,0,142,76.12,1.156,1,rain,0,0.51
D0007,2025-09-24,9,2,0,7,0,165,79.5,1.0,0,clear,0,0.65
D0007,2025-09-24,10,2,0,2,0,24,15.629999999999999,1.0,0,clear,0,0.65
D0007,2025-09-24,11,2,0,1,0,10,6.61,1.0,0,clear,0,0.65
D0007,2025-09-24,15,2,0,1,0,15,7.29,1.0,0,clear,0,0.65
D0007,2025-09-25,8,3,0,3,0,77,41.74,1.0,0,clear,0,0.58
D0007,2025-09-25,9,3,0,7,0,125,65.48,1.0,0,clear,0,0.58
D0007,2025-09-25,10,3,0,1,0,15,8.48,1.0,0,clear,0,0.58
D0007,2025-09-26,7,4,0,2,0,33,20.42,1.0695000000000001,0,clear,0,0.48
D0007,2025-09-26,8,4,0,4,1,87,48.36,1.07325,0,clear,0,0.48
D0007,2025-09-26,9,4,0,6,0,123,65.46000000000001,1.0728333333333333,0,clear,0,0.48
D0007,2025-09-26,10,4,0,2,0,53,30.93,1.067,0,clear,0,0.48
D0007,2025-09-27,7,5,1,2,0,40,20.78,1.217,0,clear,1,0.41
D0007,2025-09-27,8,5,1,5,0,85,53.46,1.2126000000000001,0,clear,1,0.41
D0007,2025-09-27,9,5,1,5,1,66,44.81,1.2156,0,clear,1,0.41
D0007,2025-09-27,10,5,1,2,0,22,19.06,1.208,0,clear,1,0.41
D0007,2025-09-28,8,6,1,1,0,33,14.45,1.197,0,clear,1,0.44
D0007,2025-09-28,9,6,1,7,0,176,94.5,1.192,0,clear,1,0.44
D0007,2025-09-28,10,6,1,1,0,21,10.42,1.188,0,clear,1,0.44
D0007,2025-09-28,16,6,1,2,1,52,27.37,1.208,0,clear,1,0.44
D0007,2025-09-28,17,6,1,7,0,35,65.73,1.1944285714285716,0,clear,1,0.44
D0007,2025-09-29,8,0,0,1,0,19,9.65,1.0,0,clear,0,0.53
D0007,2025-09-29,9,0,0,6,0,84,58.45,1.0,0,clear,0,0.53
D0007,2025-09-29,10,0,0,3,0,69,37.61,1.0,0,clear,0,0.53
D0007,2025-09-29,15,0,0,2,0,48,25.43,1.0,0,clear,0,0.53
D0007,2025-09-30,8,1,0,5,0,99,45.53,1.0,0,clear,0,0.62
D0007,2025-09-30,9,1,0,4,0,96,42.65,1.0,0,clear,0,0.62
D0007,2025-09-30,10,1,0,2,0,50,22.87,1.0,0,clear,0,0.62
D0007,2025-10-01,17,2,0,10,0,212,103.28999999999999,1.0,0,clear,0,0.65
D0007,2025-10-01,18,2,0,1,0,14,9.96,1.0,0,clear,0,0.65
D0007,2025-10-02,15,3,0,1,0,17,11.3,1.317,1,rain,0,0.47
D0007,2025-10-02,16,3,0,1,0,16,12.62,1.33,1,rain,0,0.47
D0007,2025-10-02,17,3,0,1,1,29,16.31,1.325,1,rain,0,0.47
D0007,2025-10-02,18,3,0,5,0,81,55.68,1.3254,1,rain,0,0.47
D0007,2025-10-02,19,3,0,3,0,51,42.129999999999995,1.324,1,rain,0,0.47
D0007,2025-10-03,15,4,0,1,0,24,11.47,1.092,0,clear,0,0.48
D0007,2025-10-03,16,4,0,2,1,45,22.880000000000003,1.0859999999999999,0,clear,0,0.48
D0007,2025-10-03,17,4,0,2,0,36,18.619999999999997,1.0859999999999999,0,clear,0,0.48
D0007,2025-10-03,18,4,0,4,0,80,46.5,1.09225,0,clear,0,0.48
D0007,2025-10-03,19,4,0,4,0,93,45.449999999999996,1.08975,0,clear,0,0.48
D0007,2025-10-04,17,5,1,8,1,204,124.16000000000001,1.3047499999999999,0,clear,1,0.41
D0007,2025-10-04,18,5,1,3,0,70,44.54,1.3063333333333331,0,clear,1,0.41
D0007,2025-10-04,19,5,1,3,0,77,56.489999999999995,1.321,0,clear,1,0.41
D0007,2025-10-04,20,5,1,1,0,9,11.24,1.313,0,clear,1,0.41
D0007,2025-10-05,7,6,1,1,0,28,18.61,1.508,1,rain,1,0.33
D0007,2025-10-05,8,6,1,7,0,170,130.18,1.5155714285714286,1,rain,1,0.33
D0007,2025-10-05,9,6,1,7,1,191,132.4,1.5235714285714284,1,rain,1,0.33
D0007,2025-10-05,10,6,1,2,0,46,32.85,1.5270000000000001,1,rain,1,0.33
D0007,2025-10-05,11,6,1,1,0,23,16.88,1.522,1,rain,1,0.33
D0007,2025-10-05,15,6,1,1,0,6,18.96,1.508,1,rain,1,0.33
D0007,2025-10-06,8,0,0,6,0,137,69.09,1.0006666666666666,0,clear,0,0.53
D0007,2025-10-06,9,0,0,6,1,144,64.82,1.0066666666666666,0,clear,0,0.53
D0007,2025-10-07,7,1,0,3,0,53,36.54,1.147,0,clear,1,0.62
D0007,2025-10-07,8,1,0,3,0,93,49.33,1.144,0,clear,1,0.62
D0007,2025-10-07,9,1,0,5,0,130,68.26,1.1516,0,clear,1,0.62
D0007,2025-10-07,10,1,0,1,0,23,11.68,1.146,0,clear,1,0.62
D0007,2025-10-08,10,2,0,3,0,82,43.629999999999995,1.191,1,rain,0,0.54
D0007,2025-10-08,14,2,0,1,0,18,14.79,1.197,1,rain,0,0.54
D0007,2025-10-08,15,2,0,3,0,83,43.64,1.1936666666666669,1,rain,0,0.54
D0007,2025-10-08,16,2,0,3,0,19,26.8,1.1980000000000002,1,rain,0,0.54
D0007,2025-10-09,7,3,0,2,0,46,25.689999999999998,1.0105,0,clear,0,0.58
D0007,2025-10-09,8,3,0,5,0,96,47.440000000000005,1.0111999999999999,0,clear,0,0.58
D0007,2025-10-09,9,3,0,2,0,26,16.64,1.0154999999999998,0,clear,0,0.58
D0007,2025-10-09,10,3,0,1,0,16,7.79,1.015,0,clear,0,0.58
D0007,2025-10-10,11,4,0,1,0,26,11.03,1.053,0,clear,0,0.48
D0007,2025-10-10,16,4,0,3,0,67,35.489999999999995,1.062,0,clear,0,0.48
D0007,2025-10-10,17,4,0,7,0,140,80.28,1.0568571428571427,0,clear,0,0.48
D0007,2025-10-10,18,4,0,3,0,52,27.9,1.0573333333333332,0,clear,0,0.48
