driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0001,2025-09-15,7,0,0,4,0,84,54.48,1.012,0,clear,0,0.53
D0001,2025-09-15,8,0,0,2,0,37,26.84,1.0135,0,clear,0,0.53
D0001,2025-09-15,9,0,0,1,0,26,13.76,1.013,0,clear,0,0.53
D0001,2025-09-15,10,0,0,1,0,19,13.87,1.005,0,clear,0,0.53
D0001,2025-09-16,7,1,0,2,0,61,38.739999999999995,1.197,1,rain,0,0.51
D0001,2025-09-16,8,1,0,1,0,34,23.4,1.208,1,rain,0,0.51
D0001,2025-09-16,9,1,0,4,0,91,72.15,1.196,1,rain,0,0.51
D0001,2025-09-17,16,2,0,2,0,49,34.47,1.012,0,clear,0,0.65
D0001,2025-09-17,17,2,0,2,0,43,26.630000000000003,1.013,0,clear,0,0.65
D0001,2025-09-17,18,2,0,1,0,17,10.5,1.013,0,clear,0,0.65
D0001,2025-09-17,19,2,0,2,0,37,34.21,1.007,0,clear,0,0.65
D0001,2025-09-18,10,3,0,2,0,65,49.849999999999994,1.1965,1,rain,0,0.47
D0001,2025-09-18,16,3,0,4,0,80,77.63,1.197,1,rain,0,0.47
D0001,2025-09-19,8,4,0,3,1,65,51.83,1.2096666666666667,1,rain,0,0.37
D0001,2025-09-19,9,4,0,4,0,107,73.78999999999999,1.21125,1,rain,0,0.37
D0001,2025-09-19,10,4,0,2,0,25,23.27,1.2029999999999998,1,rain,0,0.37
D0001,2025-09-20,9,5,1,4,0,80,60.1,1.217,0,clear,1,0.41
D0001,2025-09-20,10,5,1,4,0,72,57.29,1.22025,0,clear,1,0.41
D0001,2025-09-20,15,5,1,1,0,11,8.95,1.21,0,clear,1,0.41
D0001,2025-09-20,17,5,1,1,1,22,18.36,1.216,0,clear,1,0.41
D0001,2025-09-21,9,6,1,2,0,26,20.91,1.245,0,clear,1,0.44
D0001,2025-09-21,10,6,1,1,0,30,24.34,1.238,0,clear,1,0.44
D0001,2025-09-21,15,6,1,1,0,31,22.97,1.245,0,clear,1,0.44
D0001,2025-09-21,16,6,1,2,0,53,42.36,1.246,0,clear,1,0.44
D0001,2025-09-21,17,6,1,3,0,26,56.910000000000004,1.2466666666666668,0,clear,1,0.44
D0001,2025-09-22,17,0,0,5,0,114,72.41,1.006,0,clear,0,0.53
D0001,2025-09-22,18,0,0,3,0,32,24.46,1.0,0,clear,0,0.53
D0001,2025-09-22,19,0,0,1,0,30,21.55,1.0,0,clear,0,0.53
D0001,2025-09-23,9,1,0,3,0,83,57.07,1.095,1,rain,0,0.51
D0001,2025-09-23,10,1,0,3,0,51,36.8,1.0996666666666666,1,rain,0,0.51
D0001,2025-09-23,15,1,0,2,0,11,30.22,1.103,1,rain,0,0.51
D0001,2025-09-24,8,2,0,4,0,99,64.71,1.0,0,clear,0,0.65
D0001,2025-09-24,9,2,0,2,0,41,24.78,1.0,0,clear,0,0.65
D0001,2025-09-24,10,2,0,1,0,21,12.09,1.0,0,clear,0,0.65
D0001,2025-09-25,16,3,0,1,0,12,8.49,1.0,0,clear,0,0.58
D0001,2025-09-25,17,3,0,2,0,56,32.09,1.0,0,clear,0,0.58
D0001,2025-09-25,18,3,0,3,0,36,26.5,1.0,0,clear,0,0.58
D0001,2025-09-26,17,4,0,5,0,133,92.61,1.0134,0,clear,0,0.48
D0001,2025-09-26,18,4,0,4,0,87,49.34,1.00875,0,clear,0,0.48
D0001,2025-09-27,8,5,1,6,1,157,116.53999999999999,1.2060000000000002,0,clear,1,0.41
D0001,2025-09-27,9,5,1,3,0,63,50.23,1.2006666666666668,0,clear,1,0.41
D0001,2025-09-27,10,5,1,1,0,9,13.24,1.199,0,clear,1,0.41
D0001,2025-09-28,8,6,1,7,0,147,125.23,1.239142857142857,0,clear,1,0.44
D0001,2025-09-28,9,6,1,1,0,9,8.66,1.24,0,clear,1,0.44
D0001,2025-09-28,10,6,1,2,0,56,42.989999999999995,1.231,0,clear,1,0.44
D0001,2025-09-28,16,6,1,1,1,25,15.48,1.229,0,clear,1,0.44
D0001,2025-09-28,17,6,1,1,0,30,20.94,1.233,0,clear,1,0.44
D0001,2025-09-28,18,6,1,1,0,7,9.63,1.24,0,clear,1,0.44
D0001,2025-09-29,17,0,0,2,0,32,22.96,1.0,0,clear,0,0.53
D0001,2025-09-29,18,0,0,4,0,76,45.81,1.0,0,clear,0,0.53
D0001,2025-09-29,19,0,0,1,0,26,18.26,1.0,0,clear,0,0.53
D0001,2025-09-30,7,1,0,2,0,46,30.439999999999998,1.014,0,clear,0,0.62
D0001,2025-09-30,8,1,0,2,0,36,24.13,1.0125,0,clear,0,0.62
D0001,2025-09-30,9,1,0,3,0,66,40.63,1.0173333333333332,0,clear,0,0.62
D0001,2025-09-30,10,1,0,1,0,33,19.46,1.017,0,clear,0,0.62
D0001,2025-10-01,16,2,0,1,0,29,15.56,1.0,0,clear,0,0.65
D0001,2025-10-01,17,2,0,1,0,26,15.57,1.0,0,clear,0,0.65
D0001,2025-10-01,18,2,0,6,0,103,69.72,1.0,0,clear,0,0.65
D0001,2025-10-02,9,3,0,3,0,39,36.7,1.317,1,rain,0,0.47
D0001,2025-10-02,16,3,0,1,0,31,21.94,1.305,1,rain,0,0.47
D0001,2025-10-02,17,3,0,4,1,42,47.8,1.315,1,rain,0,0.47
D0001,2025-10-03,16,4,0,1,0,18,10.55,1.059,0,clear,0,0.48
D0001,2025-10-03,17,4,0,4,0,95,63.26,1.0695,0,clear,0,0.48
D0001,2025-10-03,18,4,0,3,0,86,55.51,1.0693333333333335,0,clear,0,0.48
D0001,2025-10-03,19,4,0,1,1,12,9.82,1.059,0,clear,0,0.48
D0001,2025-10-04,9,5,1,1,0,10,9.71,1.249,0,clear,1,0.41
D0001,2025-10-04,10,5,1,1,0,12,12.54,1.241,0,clear,1,0.41
D0001,2025-10-04,16,5,1,1,0,14,16.72,1.241,0,clear,1,0.41
D0001,2025-10-04,17,5,1,3,1,57,42.24,1.2446666666666666,0,clear,1,0.41
D0001,2025-10-04,18,5,1,5,0,65,100.75999999999999,1.2432,0,clear,1,0.41
D0001,2025-10-05,15,6,1,1,0,13,15.27,1.541,1,rain,1,0.33
D0001,2025-10-05,16,6,1,1,0,25,23.5,1.556,1,rain,1,0.33
D0001,2025-10-05,17,6,1,4,0,53,67.23,1.55325,1,rain,1,0.33
D0001,2025-10-05,18,6,1,3,1,88,83.4,1.5556666666666665,1,rain,1,0.33
D0001,2025-10-05,19,6,1,1,0,24,21.99,1.541,1,rain,1,0.33
D0001,2025-10-06,9,0,0,3,0,80,50.9,1.0,0,clear,0,0.53
D0001,2025-10-06,10,0,0,3,0,83,58.269999999999996,1.0,0,clear,0,0.53
D0001,2025-10-06,11,0,0,1,0,11,9.66,1.0,0,clear,0,0.53
D0001,2025-10-07,17,1,0,4,1,78,61.96,1.17425,0,clear,1,0.62
D0001,2025-10-07,18,1,0,3,0,39,32.51,1.1703333333333334,0,clear,1,0.62
D0001,2025-10-07,19,1,0,2,0,47,31.2,1.1825,0,clear,1,0.62
D0001,2025-10-07,20,1,0,1,0,29,19.29,1.188,0,clear,1,0.62
D0001,2025-10-08,7,2,0,1,0,33,31.85,1.287,1,rain,0,0.54
D0001,2025-10-08,8,2,0,2,0,30,24.78,1.291,1,rain,0,0.54
D0001,2025-10-08,9,2,0,4,1,99,80.34,1.291,1,rain,0,0.54
D0001,2025-10-08,11,2,0,1,0,33,21.41,1.285,1,rain,0,0.54
D0001,2025-10-09,16,3,0,1,0,29,18.2,1.021,0,clear,0,0.58
D0001,2025-10-09,17,3,0,1,0,22,12.43,1.027,0,clear,0,0.58
D0001,2025-10-09,18,3,0,2,0,33,20.92,1.0310000000000001,0,clear,0,0.58
D0001,2025-10-09,19,3,0,3,0,48,40.19,1.0293333333333334,0,clear,0,0.58
D0001,2025-10-10,7,4,0,2,0,43,24.96,1.052,0,clear,0,0.48
D0001,2025-10-10,8,4,0,4,1,100,62.1,1.047,0,clear,0,0.48
D0001,2025-10-10,9,4,0,1,0,24,13.15,1.044,0,clear,0,0.48
D0001,2025-10-10,10,4,0,2,0,60,43.85,1.051,0,clear,0,0.48
D0001,2025-10-11,16,5,1,2,0,42,31.82,1.2309999999999999,0,clear,1,0.41
D0001,2025-10-11,17,5,1,2,0,58,39.96,1.253,0,clear,1,0.41
D0001,2025-10-11,18,5,1,5,1,88,69.19,1.238,0,clear,1,0.41
D0001,2025-10-12,8,6,1,5,1,113,72.09,1.0934,0,clear,1,0.44
D0001,2025-10-12,9,6,1,5,0,103,71.86,1.0958,0,clear,1,0.44
D0001,2025-10-13,9,0,0,1,1,29,26.37,1.272,1,rain,0,0.42
D0001,2025-10-13,10,0,0,2,0,22,21.32,1.2875,1,rain,0,0.42
D0001,2025-10-13,15,0,0,1,0,34,22.42,1.282,1,rain,0,0.42
D0001,2025-10-13,17,0,0,5,0,86,97.95,1.284,1,rain,0,0.42
D0001,2025-10-14,17,1,0,3,0,59,43.05,1.003,0,clear,0,0.62
D0001,2025-10-14,18,1,0,3,0,70,39.13,1.003,0,clear,0,0.62
D0001,2025-10-14,19,1,0,1,0,33,16.3,1.009,0,clear,0,0.62
D0001,2025-10-15,7,2,0,1,0,24,19.49,1.024,0,clear,0,0.65
D0001,2025-10-15,8,2,0,5,0,73,52.11,1.0178,0,clear,0,0.65
D0001,2025-10-15,9,2,0,2,0,46,28.83,1.0190000000000001,0,clear,0,0.65
D0001,2025-10-16,16,3,0,2,0,41,22.53,1.0145,0,clear,0,0.58
D0001,2025-10-16,17,3,0,3,0,73,45.31999999999999,1.015,0,clear,0,0.58
D0001,2025-10-16,18,3,0,2,0,40,25.060000000000002,1.0085,0,clear,0,0.58
D0001,2025-10-17,8,4,0,5,0,113,72.85,1.0012,0,clear,0,0.48
D0001,2025-10-17,9,4,0,2,0,49,29.81,1.003,0,clear,0,0.48
D0001,2025-10-17,10,4,0,1,0,28,20.59,1.006,0,clear,0,0.48
D0001,2025-10-17,14,4,0,1,0,10,17.78,1.003,0,clear,0,0.48
D0001,2025-10-18,16,5,1,1,0,18,18.31,1.17,0,clear,1,0.41
D0001,2025-10-18,18,5,1,6,0,141,114.74000000000001,1.1783333333333332,0,clear,1,0.41
D0001,2025-10-18,19,5,1,3,0,64,53.37,1.1763333333333332,0,clear,1,0.41
