driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0003,2025-09-15,16,0,0,2,0,43,15.15,1.0,0,clear,0,0.53
D0003,2025-09-15,17,0,0,5,0,109,39.5,1.0,0,clear,0,0.53
D0003,2025-09-15,18,0,0,1,0,8,5.5,1.0,0,clear,0,0.53
D0003,2025-09-16,10,1,0,1,0,32,13.49,1.225,1,rain,0,0.51
D0003,2025-09-16,11,1,0,3,0,75,34.03,1.2223333333333335,1,rain,0,0.51
D0003,2025-09-16,15,1,0,4,0,55,30.7,1.2200000000000002,1,rain,0,0.51
D0003,2025-09-17,14,2,0,1,0,17,6.64,1.0,0,clear,0,0.65
D0003,2025-09-17,16,2,0,2,0,43,16.34,1.0,0,clear,0,0.65
D0003,2025-09-17,17,2,0,6,0,99,59.699999999999996,1.0,0,clear,0,0.65
D0003,2025-09-18,16,3,0,1,0,23,9.17,1.187,1,rain,0,0.47
D0003,2025-09-18,17,3,0,7,0,136,66.27,1.1927142857142858,1,rain,0,0.47
D0003,2025-09-18,18,3,0,1,0,4,9.15,1.18,1,rain,0,0.47
D0003,2025-09-19,8,4,0,6,0,111,58.589999999999996,1.3206666666666667,1,rain,0,0.37
D0003,2025-09-19,9,4,0,4,0,69,36.82,1.32225,1,rain,0,0.37
D0003,2025-09-19,10,4,0,2,0,44,20.53,1.325,1,rain,0,0.37
D0003,2025-09-20,16,5,1,1,0,10,7.84,1.158,0,clear,1,0.41
D0003,2025-09-20,17,5,1,2,0,51,21.560000000000002,1.165,0,clear,1,0.41
D0003,2025-09-20,18,5,1,5,0,113,49.78,1.159,0,clear,1,0.41
D0003,2025-09-20,19,5,1,4,0,87,38.76,1.1604999999999999,0,clear,1,0.41
D0003,2025-09-21,17,6,1,5,0,118,50.28,1.1846,0,clear,1,0.44
D0003,2025-09-21,18,6,1,11,0,147,131.48,1.187909090909091,0,clear,1,0.44
D0003,2025-09-22,16,0,0,2,0,24,16.89,1.0234999999999999,0,clear,0,0.53
D0003,2025-09-22,17,0,0,4,0,108,38.86,1.02525,0,clear,0,0.53
D0003,2025-09-22,18,0,0,2,0,31,16.21,1.02,0,clear,0,0.53
D0003,2025-09-23,8,1,0,3,0,63,27.13,1.163,1,rain,0,0.51
D0003,2025-09-23,9,1,0,4,0,64,37.47,1.16275,1,rain,0,0.51
D0003,2025-09-23,10,1,0,2,0,49,19.92,1.1615,1,rain,0,0.51
D0003,2025-09-23,11,1,0,1,0,25,10.12,1.165,1,rain,0,0.51
D0003,2025-09-24,9,2,0,7,0,136,63.239999999999995,1.0,0,clear,0,0.65
D0003,2025-09-24,10,2,0,3,0,81,33.980000000000004,1.0,0,clear,0,0.65
D0003,2025-09-25,9,3,0,6,0,147,63.36,1.0011666666666665,0,clear,0,0.58
D0003,2025-09-25,10,3,0,2,0,42,16.0,1.0,0,clear,0,0.58
D0003,2025-09-25,14,3,0,1,0,11,4.85,1.0,0,clear,0,0.58
D0003,2025-09-25,15,3,0,1,0,13,8.15,1.0,0,clear,0,0.58
D0003,2025-09-26,15,4,0,4,0,76,33.04,1.069,0,clear,0,0.48
D0003,2025-09-26,16,4,0,5,0,89,39.71,1.074,0,clear,0,0.48
D0003,2025-09-26,17,4,0,3,0,27,29.8,1.0746666666666667,0,clear,0,0.48
D0003,2025-09-27,15,5,1,1,0,30,12.94,1.261,0,clear,1,0.41
D0003,2025-09-27,17,5,1,7,0,153,68.72,1.2744285714285712,0,clear,1,0.41
D0003,2025-09-27,18,5,1,7,0,130,70.79,1.2672857142857141,0,clear,1,0.41
D0003,2025-09-28,8,6,1,6,0,142,64.89,1.2525000000000002,0,clear,1,0.44
