driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0006,2025-09-15,10,0,0,5,0,73,46.83,1.0,0,clear,0,0.53
D0006,2025-09-15,11,0,0,1,0,15,8.54,1.0,0,clear,0,0.53
D0006,2025-09-15,14,0,0,1,0,18,9.28,1.0,0,clear,0,0.53
D0006,2025-09-15,15,0,0,2,0,27,24.95,1.0,0,clear,0,0.53
D0006,2025-09-16,9,1,0,1,0,31,16.08,1.196,1,rain,0,0.51
D0006,2025-09-16,10,1,0,5,0,86,54.23,1.1892,1,rain,0,0.51
D0006,2025-09-16,11,1,0,2,0,45,29.34,1.189,1,rain,0,0.51
D0006,2025-09-17,11,2,0,1,0,10,7.34,1.0,0,clear,0,0.65
D0006,2025-09-17,15,2,0,6,0,80,69.56,1.0,0,clear,0,0.65
D0006,2025-09-18,8,3,0,3,0,62,40.08,1.1983333333333333,1,rain,0,0.47
D0006,2025-09-18,9,3,0,4,0,88,55.49,1.1955,1,rain,0,0.47
D0006,2025-09-18,10,3,0,1,0,28,17.73,1.194,1,rain,0,0.47
D0006,2025-09-19,10,4,0,1,0,31,18.61,1.273,1,rain,0,0.37
D0006,2025-09-19,11,4,0,1,0,19,13.33,1.277,1,rain,0,0.37
D0006,2025-09-19,14,4,0,1,0,8,7.95,1.293,1,rain,0,0.37
D0006,2025-09-19,15,4,0,6,0,120,93.97,1.2726666666666666,1,rain,0,0.37
D0006,2025-09-19,16,4,0,2,0,28,30.93,1.279,1,rain,0,0.37
D0006,2025-09-20,16,5,1,1,0,19,11.93,1.167,0,clear,1,0.41
D0006,2025-09-20,17,5,1,4,0,76,50.879999999999995,1.171,0,clear,1,0.41
D0006,2025-09-20,18,5,1,7,0,118,99.14,1.1635714285714285,0,clear,1,0.41
D0006,2025-09-21,9,6,1,3,0,57,40.92,1.236,0,clear,1,0.44
D0006,2025-09-21,10,6,1,7,0,147,104.34,1.240142857142857,0,clear,1,0.44
D0006,2025-09-21,11,6,1,1,0,27,15.61,1.24,0,clear,1,0.44
D0006,2025-09-21,14,6,1,1,0,17,12.06,1.251,0,clear,1,0.44
D0006,2025-09-21,15,6,1,1,0,12,9.99,1.251,0,clear,1,0.44
D0006,2025-09-22,11,0,0,1,0,23,12.8,1.0,0,clear,0,0.53
