driver_id,date,hour,day_of_week,is_weekend,total_trips,total_canceled_trips,total_minutes_worked,total_earnings,average_surge,any_rain,weather,is_event,competition_index
D0008,2025-09-15,17,0,0,3,0,37,22.63,1.024,0,clear,0,0.53
D0008,2025-09-15,18,0,0,4,0,91,44.92,1.0274999999999999,0,clear,0,0.53
D0008,2025-09-15,19,0,0,4,0,112,51.24,1.026,0,clear,0,0.53
D0008,2025-09-16,8,1,0,3,0,63,38.16,1.1546666666666665,1,rain,0,0.51
D0008,2025-09-16,9,1,0,7,0,166,96.68,1.1587142857142858,1,rain,0,0.51
D0008,2025-09-17,8,2,0,2,0,44,20.32,1.0,0,clear,0,0.65
D0008,2025-09-17,9,2,0,6,0,121,63.78,1.0,0,clear,0,0.65
D0008,2025-09-17,10,2,0,1,0,29,14.3,1.0,0,clear,0,0.65
D0008,2025-09-18,10,3,0,7,0,145,83.03,1.1555714285714287,1,rain,0,0.47
D0008,2025-09-18,14,3,0,1,0,15,9.29,1.147,1,rain,0,0.47
D0008,2025-09-18,15,3,0,2,0,22,20.82,1.147,1,rain,0,0.47
D0008,2025-09-19,9,4,0,2,0,45,23.91,1.2045,1,rain,0,0.37
D0008,2025-09-19,10,4,0,1,0,11,12.48,1.21,1,rain,0,0.37
D0008,2025-09-19,15,4,0,1,0,26,14.26,1.21,1,rain,0,0.37
D0008,2025-09-19,16,4,0,5,0,120,69.39,1.206,1,rain,0,0.37
D0008,2025-09-19,17,4,0,6,0,60,70.46,1.2088333333333334,1,rain,0,0.37
D0008,2025-09-20,8,5,1,1,0,11,7.81,1.179,0,clear,1,0.41
D0008,2025-09-20,9,5,1,9,0,210,116.83,1.1796666666666669,0,clear,1,0.41
D0008,2025-09-20,10,5,1,3,0,78,39.19,1.1740000000000002,0,clear,1,0.41
D0008,2025-09-20,15,5,1,1,0,22,18.42,1.189,0,clear,1,0.41
D0008,2025-09-20,16,5,1,2,0,45,23.25,1.1840000000000002,0,clear,1,0.41
D0008,2025-09-20,17,5,1,1,0,2,13.1,1.175,0,clear,1,0.41
D0008,2025-09-21,17,6,1,10,0,216,134.35,1.2734,0,clear,1,0.44
