driver_id,trip_id,date,pickup_timestamp,dropoff_timestamp,is_canceled,is_weekend,is_rain,is_event,pickup_zone,pickup_zone_name,dropoff_zone,dropoff_zone_name,surge_multiplier,surge_applied,distance_km,duration_min,fare_base,fare_time,fare_distance,fare_total,tip_amount,cancel_fee,service_fee,driver_earnings,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng
D0005,3e977cec-bdef-4afb-a217-f589e839680c,2025-09-15,2025-09-15T09:35:00,2025-09-15T09:43:00,0,0,0,0,NB,Northern Beaches,NB,Northern Beaches,1.0,0,2.25,8,5.33,0.89,2.68,8.9,3.43,0.0,2.34,9.99,-33.719972,151.322982,-33.771496,151.330135
D0005,4e6510b3-d185-4817-b455-50d94ab5d630,2025-09-15,2025-09-15T09:41:00,2025-09-15T10:05:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.01,1,7.92,24,5.33,2.67,9.44,17.62,0.0,0.0,4.63,12.99,-33.883952,151.192025,-33.870156,151.231105
D0005,366e3356-6f5f-49a2-8cff-43c7f25ec645,2025-09-15,2025-09-15T09:43:00,2025-09-15T10:09:00,0,0,0,0,NORTH,Lower North Shore,WEST,Western Sydney,1.001,1,8.23,26,5.33,2.89,9.81,18.05,0.0,0.0,4.74,13.31,-33.850523,151.213275,-33.819842,150.85127
D0005,949953da-cfc3-42f4-b623-320c50c8460a,2025-09-15,2025-09-15T09:46:00,2025-09-15T10:05:00,0,0,0,0,NB,Northern Beaches,NB,Northern Beaches,1.0,0,7.51,19,5.33,2.11,8.95,16.39,0.0,0.0,4.31,12.08,-33.733762,151.268225,-33.683332,151.325758
D0005,844de8fb-2596-4870-a5cf-75c5f4d8f601,2025-09-15,2025-09-15T10:02:00,2025-09-15T10:26:00,0,0,0,0,WEST,Western Sydney,WEST,Western Sydney,1.0,0,6.59,24,5.33,2.67,7.85,15.85,0.0,0.0,4.17,11.68,-33.797297,150.828291,-33.797758,150.750487
D0005,43f67100-53dc-4796-aecd-9a76a5273c7c,2025-09-15,2025-09-15T10:07:00,2025-09-15T10:17:00,0,0,0,0,INNER,Inner West,INNER,Inner West,1.0,0,2.71,10,5.33,1.11,3.23,9.67,0.0,0.0,2.54,7.13,-33.918601,151.149012,-33.879018,151.09917
D0005,3b4ea459-f72f-4ba1-afba-3b7ffcfe4089,2025-09-15,2025-09-15T10:17:00,2025-09-15T10:51:00,0,0,0,0,WEST,Western Sydney,WEST,Western Sydney,1.0,0,12.74,34,5.33,3.78,15.18,24.29,0.0,0.0,6.38,17.91,-33.818902,150.780588,-33.749355,150.876173
D0005,feeebc07-b7eb-454b-93ff-8589d40233da,2025-09-16,2025-09-16T09:23:00,2025-09-16T09:46:00,0,0,1,0,NORTH,Lower North Shore,SOUTH,St George & Shire,1.174,1,8.16,23,5.33,2.55,9.72,20.67,0.0,0.0,5.43,15.24,-33.856594,151.186236,-34.039244,151.032524
D0005,73b88b11-e7e5-4677-8120-92fde72b4982,2025-09-16,2025-09-16T09:23:00,2025-09-16T09:37:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.174,1,4.37,14,5.33,1.55,5.21,14.2,0.0,0.0,3.73,10.47,-33.836785,151.19882,-33.861122,151.221599
D0005,ffa2b093-d653-4bd0-92c1-8f1e2b611803,2025-09-16,2025-09-16T09:39:00,2025-09-16T09:59:00,0,0,1,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.165,1,5.63,20,5.33,2.22,6.71,16.61,2.62,0.0,4.37,14.86,-33.993534,151.006904,-34.042108,151.046412
D0005,1e3bd816-865e-497a-b613-cd8bed8760cb,2025-09-16,2025-09-16T09:40:00,2025-09-16T10:07:00,0,0,1,0,SOUTH,St George & Shire,NORTH,Lower North Shore,1.165,1,11.92,27,5.33,3.0,14.2,26.25,0.0,0.0,6.9,19.35,-34.012129,151.090741,-33.808046,151.219361
D0005,10189fca-b49c-45a3-9fba-3d08de1cf8bd,2025-09-16,2025-09-16T10:28:00,2025-09-16T10:37:00,0,0,1,0,PARRA,Parramatta,PARRA,Parramatta,1.167,1,2.92,9,5.33,1.0,3.48,11.45,0.0,0.0,3.01,8.44,-33.829118,150.975596,-33.807757,150.96666
D0005,7b1d2b4d-c107-4b06-9c0a-9d63aa56420c,2025-09-16,2025-09-16T10:43:00,2025-09-16T10:59:00,0,0,1,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.165,1,6.02,16,5.33,1.78,7.17,16.64,0.0,0.0,4.37,12.27,-34.057278,151.037117,-34.036864,151.001357
D0005,5030fa90-fa57-45ef-b7bd-0a1706723694,2025-09-17,2025-09-17T15:20:00,2025-09-17T15:32:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,3.66,12,5.33,1.33,4.36,11.02,5.59,0.0,2.9,13.71,-33.797325,151.192124,-33.825517,151.212846
D0005,51bd4078-9c14-4a70-8bfe-e53f45d525a4,2025-09-17,2025-09-17T15:52:00,2025-09-17T16:04:00,0,0,0,0,SOUTH,St George & Shire,EAST,Eastern Suburbs,1.0,0,4.23,12,5.33,1.33,5.04,11.7,0.0,0.0,3.08,8.62,-34.029317,151.003835,-33.896289,151.284885
D0005,3aae3876-dad8-4466-bee9-97268be8da29,2025-09-17,2025-09-17T15:59:00,2025-09-17T16:12:00,0,0,0,0,WEST,Western Sydney,WEST,Western Sydney,1.0,0,4.58,13,5.33,1.44,5.46,12.23,0.0,0.0,3.21,9.02,-33.753398,150.859224,-33.728259,150.805508
D0005,6699ed15-d428-4121-a681-412918763563,2025-09-17,2025-09-17T16:01:00,2025-09-17T16:16:00,0,0,0,0,SOUTH,St George & Shire,WEST,Western Sydney,1.0,0,6.4,15,5.33,1.67,7.63,14.63,0.0,0.0,3.85,10.78,-34.042529,151.054115,-33.806155,150.829154
D0005,14e8ccc3-9a86-4f49-be75-bf304c493927,2025-09-17,2025-09-17T16:08:00,2025-09-17T16:21:00,0,0,0,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.0,0,3.84,13,5.33,1.44,4.58,11.35,0.0,0.0,2.98,8.37,-34.004483,151.109548,-34.038785,151.022587
D0005,d3ba24c8-a335-4a47-9684-5f455d972337,2025-09-17,2025-09-17T16:18:00,2025-09-17T16:33:00,0,0,0,0,PARRA,Parramatta,PARRA,Parramatta,1.0,0,5.91,15,5.33,1.67,7.04,14.04,0.0,0.0,3.69,10.35,-33.819477,150.982208,-33.826308,151.040808
D0005,60e9b324-f054-4632-be48-2deacf6f62e2,2025-09-17,2025-09-17T16:32:00,2025-09-17T16:33:00,0,0,0,0,INNER,Inner West,INNER,Inner West,1.0,0,6.15,1,5.33,2.0,7.33,14.66,1.55,0.0,3.85,12.36,-33.921144,151.136204,-33.924507,151.142814
D0005,21631fa4-464e-4315-9818-83ff8e798667,2025-09-18,2025-09-18T15:59:00,2025-09-18T16:08:00,0,0,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.178,1,3.05,9,5.33,1.0,3.63,11.74,0.0,0.0,3.09,8.65,-33.84603,151.218477,-33.867026,151.221596
D0005,9af70e41-a83d-4c44-85c5-e8acdb8ed624,2025-09-18,2025-09-18T16:32:00,2025-09-18T16:41:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.168,1,3.4,9,5.33,1.0,4.05,12.12,5.11,0.0,3.19,14.04,-33.883193,151.256036,-33.895033,151.289255
D0005,26a15f33-db18-4c1e-a1c7-9e098ca4a5f2,2025-09-18,2025-09-18T16:38:00,2025-09-18T16:56:00,0,0,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.178,1,6.35,18,5.33,2.44,7.57,18.08,0.0,0.0,4.75,13.33,-33.860686,151.219002,-33.84399,151.208223
D0005,0a2e9176-cd66-4859-bd7f-dc3c85b91e85,2025-09-18,2025-09-18T16:48:00,2025-09-18T16:56:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.168,1,3.21,8,5.33,1.11,3.82,11.98,3.19,0.0,3.15,12.02,-33.880335,151.284529,-33.911361,151.223457
D0005,ff9ecab7-fc89-4411-ae2a-ffb4e94eb306,2025-09-18,2025-09-18T16:54:00,2025-09-18T16:56:00,0,0,1,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.158,1,8.52,2,5.33,2.89,10.15,21.28,0.0,0.0,5.59,15.69,-34.059246,151.038006,-34.050233,151.042274
D0005,0afe3a09-3b54-4318-9afa-bc3b2eaa8c8e,2025-09-18,2025-09-18T16:55:00,2025-09-18T16:56:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.168,1,6.08,1,5.33,2.22,7.24,17.27,0.0,0.0,4.54,12.73,-33.902306,151.254871,-33.906705,151.262718
D0005,1e7d5d1d-a24b-4aa1-b963-134cd9d17e8b,2025-09-19,2025-09-19T07:58:00,2025-09-19T08:24:00,0,1,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.302,1,9.82,26,5.33,2.89,11.7,25.94,0.0,0.0,6.82,19.12,-33.86975,151.194228,-33.855318,151.2173
D0005,34919105-eb43-4926-a004-53346469418b,2025-09-19,2025-09-19T08:25:00,2025-09-19T08:35:00,0,1,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.291,1,3.31,10,5.33,1.11,3.94,13.4,0.0,0.0,3.52,9.88,-33.907538,151.209161,-33.876751,151.210254
D0005,e1d2989c-c6d4-4985-a03d-03a0fa055b90,2025-09-19,2025-09-19T09:01:00,2025-09-19T09:12:00,0,1,1,0,WEST,Western Sydney,WEST,Western Sydney,1.279,1,3.33,11,5.33,1.22,3.97,13.45,0.0,0.0,3.54,9.91,-33.785016,150.862976,-33.832565,150.794019
D0005,05d9b564-491b-439c-8c8d-4f323027fda2,2025-09-19,2025-09-19T09:05:00,2025-09-19T09:14:00,0,1,1,0,PARRA,Parramatta,PARRA,Parramatta,1.283,1,2.79,9,5.33,1.0,3.32,12.38,1.89,0.0,3.25,11.02,-33.851239,151.00989,-33.818169,151.039953
D0005,ba724599-c019-4288-9bce-b9dc52c247a2,2025-09-19,2025-09-19T09:15:00,2025-09-19T09:31:00,0,1,1,0,CBD,CBD & Haymarket,INNER,Inner West,1.302,1,6.08,16,5.33,1.78,7.24,18.69,3.18,0.0,4.91,16.96,-33.88565,151.197188,-33.890546,151.122144
D0005,a1a976a5-6c83-4aea-9c8a-b6c31bf9c5ef,2025-09-19,2025-09-19T09:16:00,2025-09-19T09:43:00,0,1,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.302,1,9.38,27,5.33,3.0,11.18,25.41,0.0,0.0,6.68,18.73,-33.867663,151.21286,-33.88334,151.221908
