driver_id,trip_id,date,pickup_timestamp,dropoff_timestamp,is_canceled,is_weekend,is_rain,is_event,pickup_zone,pickup_zone_name,dropoff_zone,dropoff_zone_name,surge_multiplier,surge_applied,distance_km,duration_min,fare_base,fare_time,fare_distance,fare_total,tip_amount,cancel_fee,service_fee,driver_earnings,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng
D0003,f23ac659-f485-4c65-a78c-77039759b12d,2025-09-15,2025-09-15T16:09:00,2025-09-15T16:27:00,0,0,0,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.0,0,5.89,18,3.53,1.53,4.17,9.23,0.0,0.0,2.39,6.84,-34.041796,151.064922,-33.988757,151.083477
D0003,35e7a138-008b-4b81-b884-af47dcc41597,2025-09-15,2025-09-15T16:16:00,2025-09-15T16:41:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,7.85,25,3.53,2.12,5.56,11.21,0.0,0.0,2.9,8.31,-33.855386,151.204496,-33.814247,151.239278
D0003,fbae1b89-5185-4ed7-94ee-bf0b2099cd4c,2025-09-15,2025-09-15T17:20:00,2025-09-15T17:43:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,7.15,23,3.53,1.95,5.06,10.54,0.0,0.0,2.73,7.81,-33.833215,151.182256,-33.830983,151.176697
D0003,92a9f961-7c3c-4ff1-b20d-e640f6b008b3,2025-09-15,2025-09-15T17:37:00,2025-09-15T18:03:00,0,0,0,0,NB,Northern Beaches,NB,Northern Beaches,1.0,0,7.33,26,3.53,2.21,5.19,10.93,0.0,0.0,2.83,8.1,-33.732883,151.293813,-33.709462,151.242095
D0003,b28183b6-afee-4723-9e01-7330ed2271b7,2025-09-15,2025-09-15T17:39:00,2025-09-15T17:57:00,0,0,0,0,PARRA,Parramatta,PARRA,Parramatta,1.0,0,6.01,18,3.53,1.53,4.26,9.32,0.0,0.0,2.41,6.91,-33.82603,150.980864,-33.832164,151.031894
D0003,56dbc9ea-e29e-4ce3-a970-6ea97aeb8637,2025-09-15,2025-09-15T17:43:00,2025-09-15T18:05:00,0,0,0,0,WEST,Western Sydney,PARRA,Parramatta,1.0,0,8.41,22,3.53,1.87,5.95,11.35,0.0,0.0,2.94,8.41,-33.827097,150.841277,-33.788474,151.004435
D0003,e8d7a932-f6a4-4be8-bad0-655d336e0b85,2025-09-15,2025-09-15T17:50:00,2025-09-15T18:10:00,0,0,0,0,WEST,Western Sydney,SOUTH,St George & Shire,1.0,0,8.12,20,3.53,1.87,5.75,11.15,0.0,0.0,2.88,8.27,-33.724721,150.777714,-34.019287,151.088474
D0003,1e7f37e4-5fc0-42c5-9e0c-3dbe7e79fa59,2025-09-15,2025-09-15T18:02:00,2025-09-15T18:10:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,4.18,8,3.53,0.93,2.96,7.42,0.0,0.0,1.92,5.5,-33.837939,151.230685,-33.804184,151.180647
D0003,9ea040ab-83d1-4d4c-ad57-ed58bbb67e53,2025-09-16,2025-09-16T10:52:00,2025-09-16T11:24:00,0,0,1,0,INNER,Inner West,INNER,Inner West,1.225,1,12.17,32,3.53,2.71,8.62,18.2,0.0,0.0,4.71,13.49,-33.885152,151.139431,-33.929624,151.158185
D0003,8d379bb1-d9e7-4ca3-ba02-6db62ae5c8e0,2025-09-16,2025-09-16T11:06:00,2025-09-16T11:27:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.229,1,8.33,21,3.53,1.78,5.9,13.77,0.0,0.0,3.56,10.21,-33.827187,151.186928,-33.842442,151.198627
D0003,7c6b73ee-7dcc-43fb-a591-cc195676f025,2025-09-16,2025-09-16T11:07:00,2025-09-16T11:37:00,0,0,1,0,WEST,Western Sydney,WEST,Western Sydney,1.217,1,11.0,30,3.53,2.54,7.79,16.87,0.0,0.0,4.36,12.51,-33.751536,150.817887,-33.73926,150.861136
