driver_id,trip_id,date,pickup_timestamp,dropoff_timestamp,is_canceled,is_weekend,is_rain,is_event,pickup_zone,pickup_zone_name,dropoff_zone,dropoff_zone_name,surge_multiplier,surge_applied,distance_km,duration_min,fare_base,fare_time,fare_distance,fare_total,tip_amount,cancel_fee,service_fee,driver_earnings,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng
D0002,e8c34014-4c61-4b17-a635-34ba99a05302,2025-09-15,2025-09-15T08:34:00,2025-09-15T08:34:00,1,0,0,0,CBD,CBD & Haymarket,,,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.81,0.0,6.81,-33.843981,151.205217,,
D0002,08515fa1-e996-4d90-97d4-7aa7cd5665f9,2025-09-15,2025-09-15T08:46:00,2025-09-15T09:19:00,0,0,0,0,WEST,Western Sydney,WEST,Western Sydney,1.0,0,9.96,33,3.81,3.52,14.56,21.89,1.94,0.0,6.07,17.76,-33.769613,150.803438,-33.746332,150.800586
D0002,7df902f3-6b29-4f0c-812c-d266c228568f,2025-09-15,2025-09-15T08:52:00,2025-09-15T09:10:00,0,0,0,0,NORTH,Lower North Shore,CBD,CBD & Haymarket,1.0,0,6.7,18,3.81,1.92,9.79,15.52,0.0,0.0,4.31,11.21,-33.847709,151.243617,-33.863963,151.235699
D0002,fdbb305f-1bf0-466b-a93a-0009e875e13a,2025-09-15,2025-09-15T08:59:00,2025-09-15T09:10:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,4.29,11,3.81,1.17,6.27,11.25,0.0,0.0,3.12,8.13,-33.835771,151.208916,-33.799108,151.223398
D0002,3a298437-ff3b-4a02-80a9-4c3289442193,2025-09-15,2025-09-15T09:05:00,2025-09-15T09:22:00,0,0,0,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.0,0,5.13,17,3.81,1.81,7.5,13.12,0.0,0.0,3.64,9.48,-33.98768,151.011297,-33.980905,151.069756
D0002,6c1ebb85-e7fc-468f-aca4-d02b89973deb,2025-09-15,2025-09-15T09:28:00,2025-09-15T09:56:00,0,0,0,0,NORTH,Lower North Shore,CBD,CBD & Haymarket,1.0,0,12.33,28,3.81,2.99,18.02,24.82,0.0,0.0,6.89,17.93,-33.824819,151.220359,-33.878432,151.201966
D0002,dd3e4d19-1b7d-4bba-9c48-b71d63483c30,2025-09-15,2025-09-15T09:29:00,2025-09-15T09:57:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.009,1,10.39,28,3.81,2.99,15.19,22.19,0.0,0.0,6.16,16.03,-33.847896,151.195262,-33.877781,151.18754
D0002,28080743-3764-4b09-89da-5c3dcff7e69f,2025-09-15,2025-09-15T09:39:00,2025-09-15T10:06:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.009,1,7.33,27,3.81,2.88,10.71,17.55,0.0,0.0,4.87,12.68,-33.851871,151.206435,-33.876937,151.206877
D0002,0b78ed93-8774-49c7-b708-8836154dd705,2025-09-15,2025-09-15T09:40:00,2025-09-15T09:49:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.009,1,2.86,9,3.81,0.96,4.18,9.03,0.0,0.0,2.51,6.52,-33.864733,151.232773,-33.848114,151.202173
D0002,9497e0a1-71bc-463c-b40c-25cb673b7be3,2025-09-15,2025-09-15T09:46:00,2025-09-15T10:00:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.009,1,4.61,14,3.81,1.49,6.74,12.15,0.0,0.0,3.37,8.78,-33.850759,151.223832,-33.867081,151.220742
D0002,33d4fa14-839c-462f-bb33-e88ddc55534e,2025-09-15,2025-09-15T09:51:00,2025-09-15T10:24:00,0,0,0,0,INNER,Inner West,INNER,Inner West,1.0,0,9.84,33,3.81,3.52,14.38,21.71,0.0,0.0,6.02,15.69,-33.897075,151.151324,-33.88394,151.152164
D0002,050f8cb0-bc7f-4aa9-9579-1b6c557702cb,2025-09-16,2025-09-16T09:28:00,2025-09-16T09:36:00,0,0,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.251,1,2.28,8,3.81,0.85,3.33,10.0,0.0,0.0,2.77,7.23,-33.887761,151.205692,-33.879132,151.215688
D0002,8178a391-56d8-4c6c-9bd0-3ad7cf4c5507,2025-09-16,2025-09-16T09:30:00,2025-09-16T10:02:00,0,0,1,0,NB,Northern Beaches,NB,Northern Beaches,1.229,1,9.25,32,3.81,3.41,13.52,25.48,0.0,0.0,7.07,18.41,-33.706656,151.310515,-33.728276,151.23869
D0002,7d0f8788-eaf9-4221-91ac-b232e9a51693,2025-09-16,2025-09-16T09:38:00,2025-09-16T10:08:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.24,1,9.67,30,3.81,3.2,14.13,26.21,0.0,0.0,7.27,18.94,-33.914824,151.244672,-33.861249,151.238287
D0002,453c80b0-6072-4b9f-9aa5-acca10aed842,2025-09-16,2025-09-16T09:53:00,2025-09-16T10:23:00,0,0,1,0,PARRA,Parramatta,WEST,Western Sydney,1.232,1,11.57,30,3.81,3.2,16.91,29.48,0.0,0.0,8.18,21.3,-33.841082,150.966957,-33.756817,150.852824
D0002,c2345a6c-2aff-4e08-8fe1-f9f29b7f9831,2025-09-16,2025-09-16T09:57:00,2025-09-16T10:25:00,0,0,1,0,INNER,Inner West,INNER,Inner West,1.236,1,10.11,28,3.81,2.99,14.78,26.68,0.0,0.0,7.4,19.28,-33.910343,151.175093,-33.874953,151.109482
D0002,42770424-50e4-44fc-9215-c8d81ceaeee4,2025-09-16,2025-09-16T10:03:00,2025-09-16T10:03:00,1,0,1,0,NORTH,Lower North Shore,,,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.822963,151.240772,,
D0002,8350491b-ca76-474e-840b-f27456c34182,2025-09-16,2025-09-16T10:13:00,2025-09-16T10:33:00,0,0,1,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.23,1,5.72,20,3.81,2.13,8.36,17.59,0.0,0.0,4.88,12.71,-33.999764,151.015997,-34.017069,151.072911
D0002,abdc7352-9031-4134-839d-adf9eed2d469,2025-09-16,2025-09-16T10:23:00,2025-09-16T10:38:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.24,1,5.35,15,3.81,1.6,7.82,16.4,0.0,0.0,4.55,11.85,-33.905876,151.246408,-33.866093,151.231742
D0002,d96cee10-f7ba-46f7-88d1-b9dd62635d14,2025-09-16,2025-09-16T10:41:00,2025-09-16T11:13:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.24,1,9.95,32,3.81,3.41,14.54,26.98,0.0,0.0,7.49,19.49,-33.883608,151.214271,-33.921331,151.253672
D0002,a04b0600-ec40-483f-aae3-75d8356c0dbf,2025-09-16,2025-09-16T14:34:00,2025-09-16T15:06:00,0,0,1,0,NB,Northern Beaches,NB,Northern Beaches,1.229,1,11.78,32,3.81,3.41,17.22,30.03,0.0,0.0,8.33,21.7,-33.712287,151.301994,-33.720506,151.359554
D0002,ed3eab72-3353-40f1-a440-7fdd8365c94b,2025-09-16,2025-09-16T15:43:00,2025-09-16T15:56:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.24,1,4.86,13,3.81,1.6,7.1,15.51,0.0,0.0,4.3,11.21,-33.897455,151.257066,-33.879489,151.248579
D0002,7bb7eb9b-853d-43f6-958e-e04335ba7596,2025-09-17,2025-09-17T09:13:00,2025-09-17T09:36:00,0,0,0,0,PARRA,Parramatta,PARRA,Parramatta,1.0,0,6.85,23,3.81,2.45,10.01,16.27,0.0,0.0,4.51,11.76,-33.794077,150.986822,-33.809937,150.977811
D0002,a38c01f7-31c1-435a-a390-788ef0d52c3c,2025-09-17,2025-09-17T09:14:00,2025-09-17T09:47:00,0,0,0,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.0,0,13.11,33,3.81,3.52,19.16,26.49,0.0,0.0,7.35,19.14,-33.914105,151.264005,-33.876188,151.273149
D0002,1552afe1-6e22-42a8-a123-f3a689afc621,2025-09-17,2025-09-17T09:17:00,2025-09-17T09:46:00,0,0,0,0,NORTH,Lower North Shore,NB,Northern Beaches,1.0,0,13.31,29,3.81,3.09,19.46,26.36,0.0,0.0,7.31,19.05,-33.830166,151.228396,-33.683258,151.275405
D0002,7f5bf3b7-bc1c-40bf-bc13-f679825a96b9,2025-09-17,2025-09-17T09:18:00,2025-09-17T09:48:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,8.47,30,3.81,3.2,12.38,19.39,0.0,0.0,5.38,14.01,-33.85112,151.222827,-33.893953,151.198439
D0002,e13b6b0b-1ce8-4986-bf5c-859666cf6d6a,2025-09-17,2025-09-17T09:36:00,2025-09-17T10:04:00,0,0,0,0,INNER,Inner West,INNER,Inner West,1.0,0,10.28,28,3.81,2.99,15.03,21.83,0.0,0.0,6.06,15.77,-33.864882,151.172507,-33.89527,151.134832
D0002,bda18747-cee5-411c-88e1-b61aeeb5dc6c,2025-09-17,2025-09-17T09:48:00,2025-09-17T10:20:00,0,0,0,0,NORTH,Lower North Shore,INNER,Inner West,1.0,0,13.18,32,3.81,3.41,19.27,26.49,0.0,0.0,7.35,19.14,-33.845931,151.178792,-33.884896,151.15509
D0002,c58372bc-3632-4cd1-b45d-9c8f31bdc10a,2025-09-17,2025-09-17T10:24:00,2025-09-17T10:24:00,1,0,0,0,INNER,Inner West,,,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.890113,151.17528,,
D0002,ce681abc-1949-4e60-9f10-a2baabd8eb12,2025-09-17,2025-09-17T10:28:00,2025-09-17T10:58:00,0,0,0,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.0,0,9.06,30,3.81,3.2,13.24,20.25,2.4,0.0,5.62,17.03,-33.910148,151.270034,-33.90068,151.231313
D0002,93621150-3fb8-443e-aef8-786769a63256,2025-09-17,2025-09-17T15:54:00,2025-09-17T16:21:00,0,0,0,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.0,0,10.18,27,3.81,2.88,14.88,21.57,0.0,0.0,5.99,15.58,-34.006802,151.102543,-34.033823,151.035106
D0002,801d8494-9952-4690-8f3b-2611dd4a2c8d,2025-09-17,2025-09-17T16:01:00,2025-09-17T16:18:00,0,0,0,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.0,0,5.43,17,3.81,1.81,7.94,13.56,0.0,0.0,3.76,9.8,-33.894069,151.208076,-33.898054,151.27787
D0002,4bfe1615-d731-458b-a785-ac1c387572ae,2025-09-17,2025-09-17T16:16:00,2025-09-17T16:31:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,5.1,15,3.81,1.6,7.45,12.86,0.0,0.0,3.57,9.29,-33.844304,151.215393,-33.85719,151.218469
D0002,1c2d592b-34fd-413f-971c-23932af24e5c,2025-09-18,2025-09-18T14:59:00,2025-09-18T15:20:00,0,0,1,0,EAST,Eastern Suburbs,EAST,Eastern Suburbs,1.249,1,7.16,21,3.81,2.24,10.47,20.63,0.0,0.0,5.72,14.91,-33.900003,151.205962,-33.887604,151.279089
D0002,55fbd0b2-2c00-4c9c-8f9d-027201c51e3f,2025-09-18,2025-09-18T15:38:00,2025-09-18T16:00:00,0,0,1,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.239,1,6.02,22,3.81,2.35,8.8,18.53,5.44,0.0,5.14,18.83,-33.99619,151.111514,-34.042675,151.019077
D0002,496633f0-2dc4-4831-a619-689f804f798f,2025-09-18,2025-09-18T15:50:00,2025-09-18T16:00:00,0,0,1,0,INNER,Inner West,CBD,CBD & Haymarket,1.245,1,3.1,10,3.81,1.07,4.53,11.71,0.0,0.0,3.25,8.46,-33.87032,151.188378,-33.853165,151.204402
D0002,5f6c361b-5897-42d6-9903-3dfa817ec3b2,2025-09-18,2025-09-18T16:12:00,2025-09-18T16:43:00,0,0,1,0,INNER,Inner West,INNER,Inner West,1.245,1,11.86,31,3.81,3.31,17.34,30.45,2.62,0.0,8.45,24.62,-33.905727,151.131613,-33.892466,151.132171
D0002,bdf399c6-1310-437b-adf3-e77976035522,2025-09-18,2025-09-18T16:17:00,2025-09-18T16:17:00,1,0,1,0,EAST,Eastern Suburbs,,,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,8.53,-33.891296,151.231401,,
D0002,4daadca1-8264-4781-963b-20bb35d3ca9f,2025-09-18,2025-09-18T16:30:00,2025-09-18T16:53:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.249,1,8.34,23,3.81,2.45,12.19,23.04,0.0,0.0,6.39,16.65,-33.800996,151.202128,-33.846102,151.205525
D0002,214bfc5e-314e-4d69-99d9-686abae48c6c,2025-09-18,2025-09-18T16:38:00,2025-09-18T17:12:00,0,0,1,0,WEST,Western Sydney,WEST,Western Sydney,1.237,1,12.09,34,3.81,3.63,17.67,31.07,0.0,0.0,8.62,22.45,-33.741551,150.87149,-33.755725,150.821245
D0002,d97c8945-1a9d-42ec-a53f-b648a6600a13,2025-09-18,2025-09-18T16:39:00,2025-09-18T16:55:00,0,0,1,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.26,1,6.1,16,3.81,1.71,8.92,18.2,0.0,0.0,5.05,13.15,-33.870053,151.230788,-33.856357,151.199397
D0002,ef4ab7c0-ef10-4aaf-8e6e-5f07bf9d8f41,2025-09-18,2025-09-18T16:48:00,2025-09-18T17:20:00,0,0,1,0,WEST,Western Sydney,INNER,Inner West,1.237,1,14.01,32,3.81,3.41,20.48,34.27,0.0,0.0,9.51,24.76,-33.808214,150.826423,-33.875687,151.091187
D0002,c4ec35ef-74bd-4305-8edd-d038d4deec65,2025-09-18,2025-09-18T16:51:00,2025-09-18T17:10:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.249,1,6.21,19,3.81,2.03,9.08,18.63,0.0,0.0,5.17,13.46,-33.828158,151.235875,-33.820135,151.23813
