driver_id,trip_id,date,pickup_timestamp,dropoff_timestamp,is_canceled,is_weekend,is_rain,is_event,pickup_zone,pickup_zone_name,dropoff_zone,dropoff_zone_name,surge_multiplier,surge_applied,distance_km,duration_min,fare_base,fare_time,fare_distance,fare_total,tip_amount,cancel_fee,service_fee,driver_earnings,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng
D0007,3456fc18-9c9a-45a4-bcd7-953ad2d60227,2025-09-15,2025-09-15T07:38:00,2025-09-15T07:49:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,4.2,11,4.42,1.2,4.25,9.87,0.0,0.0,2.91,6.96,-33.856364,151.196107,-33.845542,151.19695
D0007,cd16a60b-c5c0-4773-8ff8-f202191492a5,2025-09-15,2025-09-15T07:44:00,2025-09-15T07:54:00,0,0,0,0,CBD,CBD & Haymarket,PARRA,Parramatta,1.0,0,3.42,10,4.42,1.09,3.46,8.97,0.0,0.0,2.64,6.33,-33.893181,151.196531,-33.845016,151.027817
D0007,fd5644db-6f0f-4ce6-b062-c3b86ba8d096,2025-09-15,2025-09-15T08:06:00,2025-09-15T08:34:00,0,0,0,0,CBD,CBD & Haymarket,WEST,Western Sydney,1.0,0,11.76,28,4.42,3.04,11.91,19.37,0.0,0.0,5.71,13.66,-33.887131,151.213354,-33.786387,150.845058
D0007,20837263-f829-486e-8eb8-33473c168b14,2025-09-15,2025-09-15T08:14:00,2025-09-15T08:48:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,10.51,34,4.42,3.69,10.65,18.76,1.04,0.0,5.53,14.27,-33.884236,151.229059,-33.870121,151.181242
D0007,4d202bc3-96bf-4ea8-b276-97570c182ec2,2025-09-15,2025-09-15T08:29:00,2025-09-15T08:40:00,0,0,0,0,WEST,Western Sydney,WEST,Western Sydney,1.0,0,4.35,11,4.42,1.2,4.41,10.03,0.0,0.0,2.96,7.07,-33.813446,150.79368,-33.764215,150.852795
D0007,57b9bb82-df35-426e-9c57-c2056a2abd02,2025-09-15,2025-09-15T08:39:00,2025-09-15T09:08:00,0,0,0,0,INNER,Inner West,NORTH,Lower North Shore,1.0,0,9.55,29,4.42,3.15,9.67,17.24,3.55,0.0,5.08,15.71,-33.896718,151.096297,-33.810937,151.192167
D0007,1e1047d3-05b1-4f07-8001-d6ed933075e0,2025-09-15,2025-09-15T08:55:00,2025-09-15T09:28:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,10.97,33,4.42,3.59,11.11,19.12,1.05,0.0,5.64,14.53,-33.885822,151.218517,-33.895052,151.216859
D0007,63ed7d5d-4d09-41ef-8d9e-75a28429ad6a,2025-09-15,2025-09-15T09:02:00,2025-09-15T09:26:00,0,0,0,0,CBD,CBD & Haymarket,CBD,CBD & Haymarket,1.0,0,7.07,24,4.42,2.61,7.16,14.19,0.0,0.0,4.18,10.01,-33.874556,151.191253,-33.856243,151.233911
D0007,55ba0744-7be9-4ffd-a5ad-dee075f057cf,2025-09-15,2025-09-15T09:16:00,2025-09-15T09:35:00,0,0,0,0,EAST,Eastern Suburbs,NB,Northern Beaches,1.0,0,8.09,19,4.42,2.06,8.2,14.68,0.0,0.0,4.33,10.35,-33.903346,151.219976,-33.688911,151.2861
D0007,5fbd7a81-789f-4b37-bd67-17dd304e2522,2025-09-15,2025-09-15T09:19:00,2025-09-15T09:37:00,0,0,0,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.0,0,6.39,18,4.42,1.96,6.47,12.85,0.0,0.0,3.79,9.06,-33.81353,151.201999,-33.85584,151.211438
D0007,ed0610c2-bfed-4cb0-8d75-57a2ae42c776,2025-09-15,2025-09-15T09:58:00,2025-09-15T10:20:00,0,0,0,0,SOUTH,St George & Shire,SOUTH,St George & Shire,1.0,0,7.2,22,4.42,2.39,7.29,14.1,0.0,0.0,4.16,9.94,-34.029468,151.09056,-34.030284,151.081597
D0007,5f0979c7-2214-418b-bef7-30dd697422c2,2025-09-15,2025-09-15T10:22:00,2025-09-15T10:50:00,0,0,0,0,PARRA,Parramatta,PARRA,Parramatta,1.0,0,10.28,28,4.42,3.04,10.41,17.87,0.0,0.0,5.27,12.6,-33.825629,151.045231,-33.848974,150.976909
D0007,a7c28fb3-b05c-43c2-b27c-d85985a80e53,2025-09-16,2025-09-16T17:11:00,2025-09-16T17:28:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.228,1,6.49,17,4.42,1.85,6.57,15.77,0.0,0.0,4.65,11.12,-33.800416,151.233445,-33.8169,151.226402
D0007,dfff0605-63e5-4628-84b5-402ce798d806,2025-09-16,2025-09-16T17:52:00,2025-09-16T18:21:00,0,0,1,0,WEST,Western Sydney,WEST,Western Sydney,1.217,1,9.96,29,4.42,3.15,10.09,21.49,0.0,0.0,6.34,15.15,-33.722724,150.778873,-33.78374,150.823966
D0007,5c4af911-41e6-40eb-8508-830373f81daf,2025-09-16,2025-09-16T17:55:00,2025-09-16T18:26:00,0,0,1,0,NORTH,Lower North Shore,NORTH,Lower North Shore,1.228,1,9.44,31,4.42,3.37,9.56,21.31,0.0,0.0,6.28,15.03,-33.832923,151.191181,-33.804515,151.203988
D0007,f6935828-3472-427c-9683-86cd3e5a1a73,2025-09-16,2025-09-16T18:15:00,2025-09-16T18:23:00,0,0,1,0,NORTH,Lower North Shore,CBD,CBD & Haymarket,1.228,1,2.77,8,4.42,0.87,2.81,9.95,0.0,0.0,2.93,7.02,-33.863451,151.221867,-33.871071,151.205818
D0007,62708ba0-ed16-4d0a-bd6f-42f8a9facd97,2025-09-16,2025-09-16T18:24:00,2025-09-16T18:46:00,0,0,1,0,INNER,Inner West,EAST,Eastern Suburbs,1.224,1,8.88,22,4.42,2.39,9.0,19.36,1.31,0.0,5.71,14.96,-33.885852,151.178609,-33.895509,151.275161
D0007,64e86c21-a765-474e-9d9f-e1a7ef31a65c,2025-09-16,2025-09-16T18:26:00,2025-09-16T18:51:00,0,0,1,0,WEST,Western Sydney,CBD,CBD & Haymarket,1.217,1,10.36,25,4.42,2.72,10.49,21.45,0.0,0.0,6.32,15.13,-33.735644,150.813868,-33.884811,151.18029
